,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Longrotationharvest15Longrotationclearcut,Tapioharvestwithoutthinningsm20Tapioclearcut,TapiothinningThinningTapio,Selectioncut1Selectioncut,Longrotationharvest5Longrotationclearcut,Shortrotationthinning5Thinninglongrotation,Longrotationthinning30Thinninglongrotation,Tapioharvestwithoutthinnings10Tapioclearcut,TapioharvestTapioclearcut,Selectioncut2Selectioncut,Longrotationthinning10Thinninglongrotation,Longrotationthinning15Thinninglongrotation,Longrotationharvest30Longrotationclearcut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Selectioncut3Selectioncut,Selectioncut4Selectioncut,TapioharvestwithoutthinningsTapioclearcut,Shortrotationharvest5shortrotationclearcut,SA,Longrotationharvest10Longrotationclearcut,TapiothinningnatureThinningTapio,Longrotationthinning5Thinninglongrotation
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0
1,0.6394068353040732,0.4282458261817369,0.6689158636447944,0.5251317387113361,0.4332987524379825,0.0850761950451319,0.6586215204779265,0.5656778674121988,0.44954955445695605,0.5177220228007358,0.44954955445672645,0.5258244357752792,0.1692484371485356,0.4470864095669099,0.42105847392137963,0.25997889073613584,0.13837339135308524,0.29697916604142927,0.21001480767057734,0.20593331843047238,0.1701968605058299,0.4504450126615982,0.1497877204506564,0.14114631306220307,0.1897462444111508,0.21361502540516647,0.20737074046974857,0.14114631306220307,0.14137032951288814,0.4662833865637515,0.15163157866823626,0.18532409880904044,0.19513257185770233,0.18851913356440947,0.14839001087897913,0.4482304292364889,0.3681206183649992,0.1742215777901014,0.3109623498895464,12960165.0,1.1768618,0.028617036552411535,0.0,0.9713829634460102,151.359999909997,4.860000059008598,0.0,0.0,0.0,0.0,40.390000350773335,35.560000106692314,0.0,0.0,2.8200000524520874,4.830000057816505,225.65656041275594,0.0,738.0934370244374,926.0700027421193,26.94000020623207,0.0,64.18000024370849,19.739999771118164,2.0,0.2199999988079071
2,0.5544705673026913,0.4673443501581974,0.5637731873198305,0.4982960292113106,0.18212948353323505,0.06652946625610597,0.6761326830305452,0.3987615736575402,0.19634560427066372,0.5094738743564959,0.19634560426626704,0.6099024152270146,0.1379781376999618,0.6605554214622267,0.5887655147474147,0.2660724082619693,0.06615041511314027,0.3142678683397888,0.16868675210646364,0.17062421090414415,0.13623752925806845,0.6508829758523842,0.10075225739944739,0.09072996333393267,0.15483419842971166,0.1729453279918295,0.19883615001324442,0.09072996333393267,0.09486907536643847,0.46015435196701215,0.10836157828556538,0.13846875944056336,0.13831757522333527,0.1513053735225675,0.1072730671374563,0.4465702357687613,0.55866197415972,0.1528805973264124,0.32879700310997845,15523888.0,0.1548039,0.02814439621285264,0.9718556037871475,0.0,0.0,0.0,25.936426113838312,841.6199983656406,304.1800004132092,2.75,0.0,0.0,15.970000237226486,968.9935752046374,0.0,0.0,0.0,18.460000291701434,0.0,0.0,0.0,1.6900000125169754,63.12000030092895,0.0,0.0,0.0
3,0.6360263295663589,0.43836739640943767,0.670185132418664,0.5294571969203411,0.4255169479571355,0.08430886586998018,0.6679958238476152,0.5557718181704837,0.44954589750174667,0.5205442205623532,0.4495458974798585,0.5357390470347059,0.16776693975510173,0.4661889323470042,0.43497730083177305,0.26114743480513075,0.1336081963069123,0.2980594721690001,0.2100982002451505,0.2064963481927882,0.16700128084474017,0.46835688022238064,0.14654802255666147,0.13696184424748184,0.18901018836972505,0.21247130849424659,0.20841473102033192,0.13696184424748184,0.13770688276456694,0.46858768497266845,0.1472221408851577,0.18477970967406493,0.19384190697159587,0.18755384204531908,0.14588175021458394,0.45126298740954374,0.38408169430205263,0.17211876136160928,0.31230598928409986,13422166.0,1.1750526,0.02814439621285264,0.10000000000187838,0.8718556037869812,151.359999909997,3.6600000113248825,0.0,147.33199995174857,8.730000048875809,0.0,40.17000035196543,29.69000008702278,0.0,68.07000009718749,2.8200000524520874,4.830000057816505,218.31846757523024,0.0,591.5395299748333,872.8400025891526,18.14000016450882,0.14000000059604645,63.12000030092895,19.739999771118164,2.0,0.2199999988079071
4,0.5561352896940039,0.4690721182346881,0.5877249088149411,0.5300793491190305,0.2979014311744492,0.07400630722731409,0.6696916521460456,0.45503882957917785,0.3415011436941947,0.4833578408758499,0.3415011436354199,0.6016637790497046,0.15181876556390106,0.5872095319361623,0.5299761291673631,0.2611347291916137,0.09272935192033317,0.30167213292069783,0.18569737792110994,0.18989225217885694,0.1468702889571732,0.5826713873070859,0.11898245085620363,0.10971475505898165,0.1673563003696706,0.1879472778541344,0.20443447080728488,0.10971475505898165,0.11216912888896674,0.4599884959392438,0.12108958319212336,0.15815750135380835,0.15985694638294246,0.16491931672775867,0.12250173194422019,0.4420465692230434,0.4974616324809066,0.15640198896158136,0.3158863679892976,15098713.0,0.62001594,0.02814439621285264,0.8718556037915037,0.09999999999564368,21.52999998629093,2.5799999982118607,19.680000245571136,795.0599982887506,198.60000026226044,1.4999999701976776,5.770000018179417,8.229999959468842,15.590000241994858,906.1680012135678,0.0,0.14000000059604645,115.78242684622977,17.040000319480896,4.479999989271164,63.52957326685285,1.8300000131130219,1.6900000125169754,63.12000030092895,0.4000000059604645,0.0,0.0
5,0.5588681500236169,0.2276984469284634,0.9034039557426521,0.921658067941418,0.9010155688275812,0.8023154907523047,0.5716063289035628,0.7899076532363168,0.7264787311412495,0.4358770216422157,0.7610201341147613,0.43587702164438785,0.8463114951715695,0.17764690802413793,0.19699782252427417,0.8384916090085606,0.8455605615416363,0.8469785432970978,0.8420950373164544,0.8435521313309745,0.8364476668910331,0.18458049040448876,0.8540529500656787,0.8443005222287484,0.8408974223158796,0.8313708008970284,0.8383155324036303,0.8443005222287484,0.8437234231188384,0.8730195913937606,0.8522713932226086,0.8353966650542467,0.8443172083914368,0.8410838834581136,0.8579715231705451,0.8611958175093752,0.18272270538200522,0.8589592524584906,0.8518093546477747,4655903.8,1.8981686,0.9000000000018912,0.0,0.09999999999679793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7700000405311584,0.0,0.0,0.0,0.0,0.0,0.0,162.83863176439507,59.41336828183678,0.2500000000721833,0.0,2018.4480008497408,0.0,0.0,0.0
6,0.5326175801723585,0.23529219894801687,0.8936612175592368,0.9263678030314263,0.8963181062752866,0.8339306568280285,0.5645208550938404,0.7808515426851385,0.7230614995644518,0.4162827449158523,0.7436778523591985,0.42983002212401383,0.8706785426238696,0.1893860921216615,0.20505986134631962,0.8594151533901326,0.8670521651397101,0.8672506280212718,0.8614935558656583,0.8624617969566588,0.8589217772305002,0.1944745225872674,0.8737037931318129,0.8682946016182889,0.8629060254793812,0.8533028972259398,0.8601565838857834,0.8682946016182889,0.8682656978188269,0.8879333303439438,0.8765923619151486,0.8554075933680714,0.8629965733593821,0.8628958994744084,0.8776598757460062,0.875224705277824,0.19589185260147188,0.879912980411307,0.8708368971018601,4898077.6,1.8500232,0.9000000000046058,0.09999999999539134,0.0,0.0,0.0,0.0,107.36200053426482,4.9365608249999996e-11,0.0,0.0,0.0,0.0,116.9099995495888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.4480008558287,0.0,0.0,0.0
7,0.5244860973110405,0.39946249018308294,0.690388437739607,0.6710589583968599,0.3974593153810961,0.30061268165375576,0.6955450345647121,0.4921430430385462,0.49214304303948186,0.4921430430401813,0.49214304301880274,0.6032373358000943,0.33736969812078227,0.5468675412836311,0.4932357388871801,0.4816824829907728,0.2837393475642736,0.5161902996351916,0.38223208724722135,0.381068942423344,0.32634193353244695,0.5393939105787071,0.32247353947399926,0.2996819948637963,0.3630412961759079,0.40285245434183836,0.3920648870180777,0.2996819948637963,0.3028024253874006,0.6278382956592915,0.30859341832010995,0.3570856282489179,0.3575763850201319,0.3604512606736485,0.32885739139082804,0.6207389882164465,0.4709283892430043,0.35894088094422655,0.5244785162625266,14874276.0,1.4747445,0.0999999999992084,0.9000000000006042,0.0,0.0,0.0,20.518612426097278,809.2972620972959,242.0527372112902,2.75,0.0,0.0,14.590000212192535,909.2293885965911,0.0,0.0,0.0,18.320000290870667,0.0,0.0,0.0,1.6900000125169754,224.27200009216904,0.0,0.0,0.0
8,0.6472187703046673,0.35883048219897257,0.7917787602119642,0.6830689116633643,0.5304241295109626,0.2975004091105297,0.7176952522870343,0.6050783735401549,0.5704081124411581,0.5704081124170658,0.5704081124607353,0.5704081124281658,0.34473642276183997,0.43227792072892884,0.4076858820993631,0.476727262164683,0.3212567336174612,0.5135160587654728,0.3923362973144056,0.3841257556897099,0.3428179124048217,0.43228345463955825,0.3393841808585469,0.32018462558927757,0.37032085750381427,0.4232468008805272,0.3836720569581284,0.32018462558927757,0.32067131314580066,0.642096601615886,0.33093322148460413,0.3701916248821968,0.3818597109078081,0.36879428552480736,0.3416119855566824,0.6359727428008916,0.362462463802038,0.36424028445313533,0.5222164993358875,13165956.0,2.0550425,0.09999999999884254,0.0,0.9000000000011575,101.57053366786744,1.2000000476837158,0.0,0.0,0.0,0.0,28.992858252626963,24.50000013411045,0.0,0.0,2.8200000524520874,4.690000057220459,148.87320413993052,0.0,847.9571394704756,819.4942651211052,20.72000014781952,0.0,224.2720000913485,16.769999742507935,0.8600000143051147,0.0
9,0.5854731513125032,0.26353782529081204,0.8924402899464563,0.9131555959579946,0.8405491959669886,0.6935036548467371,0.6120785019392314,0.7839754217990754,0.6536832788192419,0.4686526483728565,0.7362899328092698,0.46865264836980114,0.7565652458223984,0.23732170545648634,0.25131388018063944,0.7680288805432925,0.7507368998732398,0.7827199922105345,0.7559485968156701,0.7630115508314633,0.7468979773388139,0.24443937034938595,0.7616642956402878,0.7496635165589844,0.7514794983796138,0.7518605739322181,0.7575696200398672,0.7496635165589844,0.74952835472026,0.8305750998518894,0.7596202193874333,0.7451138805736552,0.755467649198943,0.7505430561693628,0.7680913344483008,0.8209009928091275,0.22995377368428738,0.7706662780879803,0.787862229835573,6773822.5,2.0735146,0.800000000001326,0.0,0.2000000000018298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9700000435113907,0.0,0.0,0.0,0.0,1.7122392143464386e-11,0.0,327.4140006437981,118.90999950470545,0.25000000018243845,0.0,1794.1760007545288,0.0,0.0,0.0
