,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,Selectioncut4Selectioncut,Longrotationthinning10Thinninglongrotation,TapiothinningnatureThinningTapio,Longrotationthinning5Thinninglongrotation,Longrotationthinning30Thinninglongrotation,Selectioncut1Selectioncut,Selectioncut3Selectioncut,Tapioharvestwithoutthinnings10Tapioclearcut,Longrotationharvest10Longrotationclearcut,Tapioharvestwithoutthinningsm20Tapioclearcut,Selectioncut2Selectioncut,TapioharvestnaturesceneTapioclearcutwithnaturescene,Longrotationharvest5Longrotationclearcut,Longrotationharvest15Longrotationclearcut,SA,Longrotationharvest30Longrotationclearcut,Longrotationthinning15Thinninglongrotation,Shortrotationharvest5shortrotationclearcut,TapioharvestTapioclearcut,TapioharvestwithoutthinningsTapioclearcut,Shortrotationthinning5Thinninglongrotation,TapiothinningThinningTapio
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.657226827154292,0.4191947167559176,0.6818312763366081,0.5127494251534689,0.4022235897246085,0.08197441818289461,0.6796580229869679,0.5501955938879647,0.42880913067371074,0.5559001927048732,0.4288091306617723,0.533600623994978,0.1633357554117385,0.4816311787122687,0.4489207764477105,0.2647954411884197,0.13031509264809954,0.30496690141551974,0.2048965366430337,0.20044336872409252,0.16495092683149146,0.4824383760097083,0.14163103548141753,0.1324577569363382,0.18389973083828642,0.21353529395816262,0.20528850191804254,0.1324577569363382,0.1328178653533207,0.47596241815655327,0.1445810631425208,0.17954559167601633,0.1904142508864373,0.1821914012694026,0.1409135391780958,0.4594448399534885,0.39445663666684866,0.1692720998329087,0.31890249380218727,13708343.0,1.1175614,0.028617036552411535,0.0,0.9713829634475885,871.5900028124452,2.8200000524520874,1.1399999856948853,0.2199999988079071,30.905769029116627,0.0,895.8999968916588,30.13423128291369,17.669999837875366,4.860000059008598,0.0,0.0,0.0,108.79000021517277,64.18000024370849,188.96000038459897,3.6300000101327896,0.0,0.0,21.92000013589859,0.0,0.0
2,0.5763180565776574,0.453987363878815,0.5767616260475287,0.48502592446820136,0.16228211976454598,0.06468263116773376,0.6927976655805967,0.3836442397860558,0.17508589278228825,0.5368852740304367,0.1750858927863471,0.619335776865636,0.13450442281670746,0.6830671876222644,0.6036289121717728,0.26872386968116896,0.06352736206821073,0.3191298920176923,0.16441546408909644,0.16592516258665524,0.13340622664751695,0.6710233814131351,0.09521850247468894,0.08673071162890193,0.1495582425730373,0.17230394805711644,0.19628842255969886,0.08673071162890193,0.09081277821062635,0.4686525459935715,0.10527949944713842,0.13444105126277567,0.13521034454085928,0.1460713067830054,0.10190840550130251,0.456679403577517,0.5738109167727753,0.14866718967916637,0.3331713504919916,16077973.0,0.11417752,0.02814439621285264,0.9718556037875087,0.0,0.0,0.0,0.0,0.0,0.0,905.4789780208235,0.0,0.0,0.0,0.0,996.0700009986758,15.47000028192997,223.68102098175763,0.0,63.12000030092895,0.0,0.0,1.6900000125169754,11.980000108480453,0.0,0.2199999988079071,25.010000236332417
3,0.652735659437976,0.4305033132219839,0.6821194023034587,0.5179052244115909,0.39367745809885074,0.08105772103261484,0.6894529585323191,0.5384707754582807,0.42844160663530584,0.5605122933057012,0.4284416066472815,0.5441864942955023,0.16178232698194522,0.5023554241955949,0.46372774250074006,0.26616527123606903,0.1250939919000166,0.3061345648534878,0.20479734400731986,0.20099361933391233,0.16149486490430792,0.5018915635961033,0.13797632379974373,0.12784756819650162,0.1829352589226312,0.2123729980075321,0.20639904876327597,0.12784756819650162,0.1287146789326426,0.47858986532930997,0.1396260040876353,0.17881275766938154,0.18883792134759883,0.18096862158960705,0.1380558757489249,0.4627790657549493,0.4114810756030046,0.16679356836425216,0.3204304776743827,14187156.0,1.1130199,0.02814439621285264,0.10000000000360133,0.871855603783546,824.1800027117133,2.8200000524520874,1.1399999856948853,0.2199999988079071,30.870000280439854,156.16199987909982,738.1450539494357,24.080000013113022,17.669999837875366,3.6600000113248825,64.60000018775463,0.0,3.370000034570694,108.79000021517277,63.12000030092895,181.6429433618668,3.6300000101327896,0.14000000059604645,0.0,18.480000108480453,0.0,0.0
4,0.5791693193372107,0.45994608880486776,0.598730863298929,0.5202193370251399,0.2747575507833798,0.07169059934379673,0.690381015344128,0.4421137293946588,0.31571543594095725,0.5187690002223885,0.315715435941814,0.6114118133142225,0.14754753436348106,0.616821724689904,0.5522223840918108,0.2653302520982881,0.08815479134449383,0.3087397049191912,0.18137593412729744,0.18519337221913162,0.14329599413904204,0.609416838276292,0.1127874145442736,0.10364409484090856,0.1620565915366672,0.18818396869569806,0.20219737415516248,0.10364409484090856,0.10601839123280098,0.46986976515377776,0.11623141703597513,0.15395066015572031,0.15667618642026285,0.1596357805291624,0.11645893389251553,0.4541152966020192,0.5198274055304659,0.15221770481259225,0.32249846972949275,15671555.0,0.57237186,0.02814439621285264,0.8718556037880053,0.09999999999914214,71.996417692475,0.0,0.0,0.0,5.970000006258488,851.573580638997,6.219999939219471,7.089999973773956,0.4000000059604645,2.5799999982118607,928.9344189461785,14.760000228881836,132.15000027418137,22.55000002682209,63.12000030092895,106.14558244156666,0.14000000059604645,1.6900000125169754,11.600000113248825,1.1800000071525574,0.0,14.620000332593918
5,0.560709531431701,0.22363431919144042,0.9053870893711101,0.9186859520502926,0.8973601854435937,0.8044520114943963,0.5737085139619864,0.789647766241226,0.7232737732049052,0.43421317783438873,0.7610201341147613,0.43421317782567415,0.8494826411018936,0.17539290999646268,0.194911735184409,0.8449823404387903,0.8489684372591588,0.8540255415209753,0.8445918030831987,0.846607056801042,0.8392152285372003,0.18248946185244488,0.8574148689514514,0.8480581823304512,0.8442092763561692,0.8375708106653597,0.8431571354961759,0.8480581823304512,0.847508739047092,0.8773883065345314,0.8572400752408529,0.8377279106191389,0.8470399772466487,0.8441880709176693,0.8616502803863405,0.8669725338294488,0.18097507089062698,0.8641404323992963,0.8587679434688017,4790800.3,1.8847854,0.8999999999931632,0.0,0.10000000000683693,53.347383437553646,0.0,0.0,0.0,0.0,0.0,169.56461665777385,1.1100000143051147,2.8935144138665198e-11,0.0,0.0,0.0,0.0,7.573200153436852e-11,2018.4480008301662,5.4197694297051425e-11,0.0,0.0,0.0,0.2500000001914823,0.0,0.0
6,0.5388566390361073,0.23285793176852554,0.8938777130864538,0.92366321124144,0.8932796387603704,0.8322021868853682,0.5667429928585901,0.7836937425963458,0.7096253650638095,0.41098446872333877,0.761310067012422,0.4371355226139606,0.8728369268905491,0.18716384048494736,0.2038928292116096,0.860549083293623,0.8692814821080471,0.8698555808016059,0.8624852186188626,0.8644013889237804,0.8618703314892531,0.19250119384969294,0.8769663227618906,0.8709029337583426,0.8649609944166808,0.8543416146930776,0.864285582095656,0.8709029337583426,0.8707993648964519,0.8892985865481874,0.8809515593684712,0.8564912955305094,0.8645327145345314,0.8649975854816013,0.8809450548845922,0.8771710805768292,0.19485666461705753,0.8847004959994469,0.8743238001537664,5012625.2,1.8369891,0.9000000000000371,0.0999999999988749,0.0,0.0,0.0,0.0,0.0,0.0,116.64999964837409,0.0,0.0,0.0,0.0,107.62200044310336,0.0,5.393197367559505e-11,0.0,2018.4480008455826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.5449908200879406,0.3896553409374097,0.7003055477935426,0.6576494108243504,0.37673526788539075,0.295074001096052,0.711405264614602,0.4751531522407097,0.47515315225630333,0.5175588542987472,0.4751531522117942,0.6150033483253123,0.332355005505153,0.5738124913796427,0.5139270588914421,0.47978150908891387,0.27914268220927635,0.5166063756902541,0.3751819231902554,0.37412260736225633,0.3212577428977563,0.5642581619912265,0.3142712497185303,0.29381431195158125,0.3555383908916333,0.3987271118433345,0.38738437862265335,0.29381431195158125,0.2968143651678731,0.6323885129399724,0.3034477792913472,0.35029128952093386,0.35145077463611313,0.3527874256310931,0.3210382287511647,0.6258810268809595,0.4924882295153559,0.35231314891894566,0.5248936607171114,15417252.0,1.4353804,0.10000000000028839,0.8999999999997116,0.0,0.0,0.0,0.0,0.0,0.0,869.3777851230842,0.0,0.0,0.0,0.0,936.4484761216451,18.320000290870667,163.88173894983657,0.0,224.27200009459114,0.0,0.0,1.6900000125169754,10.600000083446503,0.0,0.0,18.13000026345253
8,0.6541369617051342,0.35331711255243065,0.7970821436406357,0.6679232980448682,0.502947248185208,0.29821040319781245,0.723812611015499,0.587024493937472,0.5789224502081368,0.5789224502097532,0.5789224501970465,0.5789224502091237,0.3438863606432464,0.45671119389041553,0.42820209519542846,0.4804637396388738,0.3180313814318602,0.5177935410248813,0.38992320096518973,0.38079828680824923,0.3418424698810731,0.4552464156280508,0.3356312564392539,0.31778602633321373,0.36786046561699687,0.4233853342610484,0.3832693870190519,0.31778602633321373,0.3183433771446201,0.6445600883214971,0.32865338524381377,0.3675608359440273,0.37864861751234463,0.3659959277099918,0.3382684513011445,0.6397676656186733,0.3826538486460174,0.3631070390695033,0.525935994212372,13692345.0,2.0379797,0.09999999999787758,0.0,0.9000000000021223,783.6497856002061,2.8200000524520874,0.0,0.0,19.40000008046627,0.0,965.9292475065625,21.220000103116035,14.699999809265137,1.2000000476837158,0.0,0.0,0.0,64.37219083809886,224.27200008918436,124.28677668844162,3.490000009536743,0.0,0.0,17.380000114440918,0.0,0.0
9,0.6016871608432324,0.25828834722855115,0.8949182039305732,0.9082409209451201,0.8293399417353882,0.6852701866756054,0.6193885928803395,0.7889702869541265,0.6250236877409496,0.46337890511204544,0.7199463086563036,0.46337890511601626,0.754068603313999,0.23586423082090843,0.25033211376198816,0.7659307092646622,0.7467434911497796,0.7827767874639312,0.7490654042970937,0.7580042823642716,0.746654236704461,0.2436224267073395,0.7573013834605823,0.7462069046919354,0.7463083468516402,0.749692080204231,0.7562888197642953,0.7462069046919354,0.7462711937172428,0.8299738080055667,0.7591089175066597,0.7379378021937292,0.7491812437574693,0.7449707691739289,0.7646599404071238,0.8209464330597516,0.22840518261999407,0.7693641075411488,0.7885954951801845,6973612.3,2.0659532,0.799999999993838,0.0,0.20000000000704496,109.3383544994875,0.0,0.0,0.0,0.0,0.0,337.6456456869157,1.310000017285347,2.8935144138665198e-11,0.0,0.0,0.0,0.0,0.0,1794.1760007377352,0.0,0.0,0.0,0.0,0.25,0.0,0.0
