,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA_O,INT_O,EXT_O,SA,Selectioncut3Selectioncut,Selectioncut4Selectioncut,Longrotationharvest10Longrotationclearcut,Longrotationthinning30Thinninglongrotation,Selectioncut1Selectioncut,Longrotationthinning10Thinninglongrotation,TapioharvestwithoutthinningsTapioclearcut,Longrotationharvest30Longrotationclearcut,Longrotationthinning15Thinninglongrotation,Selectioncut2Selectioncut,Longrotationharvest15Longrotationclearcut,Tapioharvestwithoutthinningsm20Tapioclearcut,Shortrotationthinning5Thinninglongrotation,Shortrotationharvest5shortrotationclearcut,TapiothinningThinningTapio,Longrotationthinning5Thinninglongrotation,Longrotationharvest5Longrotationclearcut,TapioharvestTapioclearcut,TapiothinningnatureThinningTapio,TapioharvestnaturesceneTapioclearcutwithnaturescene,Tapioharvestwithoutthinnings10Tapioclearcut
0,0.46209591995023225,0.1857881801717709,0.9235026382946795,0.9416573311180443,0.9913525302980845,0.9914776560790752,0.5176156180868621,0.7699086811532188,0.914999551945943,0.353638222502873,0.761310067012422,0.4179202307181488,0.9857381183016547,0.10198040619538733,0.12726163509079041,0.9612350279614873,0.991619382340795,0.954680902906492,0.992040234436979,0.9802083261544149,0.9683129566144044,0.10714069125354908,0.9989689011652954,0.9904744673505786,0.9881844237719828,0.9654554630405103,0.9693132412911002,0.9904744673505786,0.9892594108620751,0.9509191229876165,0.9882097281310723,0.9904032578079853,0.9927734830482015,0.9902153516670595,0.9983588766812693,0.9355452914339534,0.12459947321203328,0.9978896794349629,0.9558207791032076,1870404.9,1.533694,1.0,0.0,0.0,2242.7200009394437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6018690117563332,0.439548390838618,0.6429526472700425,0.5402756371367785,0.48390287134169885,0.09019141058898748,0.6149397142354572,0.5990945403096366,0.4818255029491896,0.48182550294196114,0.4818255029412237,0.5003966119246285,0.17994497885412317,0.4032131388083735,0.39074670632689074,0.2512410215437607,0.15378352588112437,0.28338915521491664,0.21620984829499035,0.21116395335272878,0.1806866183979703,0.4092222299590037,0.16399366339980181,0.1576290609634849,0.1984721494932599,0.21348247677635165,0.20744703807454304,0.1576290609634849,0.15742802317544932,0.4512810418312288,0.16519096414274279,0.1931832071251925,0.20165660957033538,0.19815343557693668,0.1605532580604378,0.42901044434740004,0.34286701511524453,0.18170214951754587,0.29779559707981396,11322695.0,1.2483939,0.028617036552411535,0.0,0.9713829634471203,64.18000024370849,426.7399980873191,1035.7698275599232,26.59999990463257,51.53644793517817,0.0,4.100000023841858,33.95000043511391,315.15355317629945,4.830000057816505,0.0,215.9099998474121,5.280173337566705,0.0,0.0,0.0,0.2199999988079071,0.0,0.0,2.0,0.0,56.45000033080578
2,0.5240049766914732,0.4857395736932043,0.5427071103063947,0.5091384580134698,0.2119543543668464,0.07131827254840865,0.64051918745799,0.41893166456932807,0.221763274309495,0.46313589374159553,0.22176327430187964,0.5920142203945316,0.14683029361450767,0.6173010780470709,0.5570161246229507,0.25893894867558215,0.07559135421592247,0.3020555934970082,0.1741705246935235,0.1749938202312905,0.14699592588489016,0.6110719663717582,0.11266956795316503,0.10386285237554119,0.16372340019790824,0.1716883792097653,0.20100398427892438,0.10386285237554119,0.10826342694984506,0.44063540986018374,0.1202700494344978,0.14532803978502684,0.14279863103027046,0.16077039848743677,0.11861421554178814,0.42637863444760205,0.5287811426314938,0.16237842340974432,0.3167573800249118,14331313.0,0.20707967,0.02814439621285264,0.9718556037871472,0.0,63.12000030092895,0.0,0.0,0.0,0.0,731.2578547562729,0.0,0.0,0.0,0.0,895.0200015977025,0.0,0.0,2.969999998807907,1.6900000125169754,34.75000024586916,0.0,472.89214337593586,15.970000237226486,0.0,25.05000041425228,0.0
3,0.6006697153333443,0.4493372657239656,0.643969339620929,0.5438873281978912,0.47968594468005804,0.0902142792482524,0.6224468951288065,0.5927903321895954,0.4807671561483571,0.48076715614359994,0.4807671561565081,0.5057251612077669,0.1796932708211331,0.41714147256190026,0.4003617685596986,0.25193314649988485,0.15169075170887636,0.2836671147795532,0.2172808421268144,0.21244512300863422,0.17900372839810078,0.4221547015494807,0.16293789264131983,0.15600490835656664,0.19906646465208827,0.21265326366925183,0.20914944353286863,0.15600490835656664,0.15615225329521382,0.4529386850541897,0.16338115858220167,0.1939490053472829,0.20165283811396753,0.19863562712646696,0.15984185712527732,0.43139916776649295,0.35393635743779933,0.1813389548503068,0.2981370358986247,11659816.0,1.2548166,0.02814439621285264,0.09999999998908457,0.8718556037954409,63.12000030092895,277.356394522024,988.444589513885,26.59999990463257,50.6600004658103,139.94199993714182,4.100000023841858,22.93000030517578,310.8970155560114,2.0900000482797623,67.73999999463558,215.9099998474121,4.1000000685453415,0.0,0.14000000059604645,0.5600000023841858,0.2199999988079071,15.890000134706497,0.0,1.4399999976158142,0.0,50.580000311136246
4,0.5137469221160882,0.49489408007721297,0.5585279757621394,0.5427000689326923,0.3330732945190279,0.07891687600996501,0.6271622659185169,0.4737778602650212,0.3710859146561683,0.4329739989689916,0.3710859146631736,0.5790062295353544,0.1609111695317097,0.5429976818663574,0.5003262854559037,0.2538982459081278,0.10165406315860959,0.2891539226312041,0.19124228270559668,0.19489650159962607,0.15653664190987363,0.5422289724863,0.13109002182436805,0.12241458361997559,0.17648355283579908,0.18704251820397058,0.20660140587909628,0.12241458361997559,0.12495965201290546,0.43953632365007655,0.13149052178288154,0.16496655619794126,0.16436011912817158,0.174580406284429,0.1336376876050277,0.4202784383533587,0.47081808758647575,0.16497324185963383,0.30343089235648846,13828143.0,0.66725114,0.02814439621285264,0.8718556037873116,0.0999999999998357,63.12000030092895,4.629999995231628,50.05121426811453,0.20000000298023224,7.6399999633431435,693.5992121221796,0.0,3.8100000619888306,122.68078588599835,0.14000000059604645,828.4487875274974,19.65999998152256,2.5799999982118607,2.969999998807907,1.6900000125169754,28.11000031232834,0.0,362.1899998933077,15.590000241994858,0.0,22.730000436306,12.879999935626984
5,0.5491646441724747,0.2500141871352029,0.8946021721697623,0.9294590403483781,0.9001212284000284,0.7883873783974982,0.5737656674548296,0.7834425510409553,0.732341512094365,0.4442515532525414,0.742550335398952,0.4442515532533594,0.82565122263082,0.19372662801652607,0.211316176869259,0.8269849776495648,0.8254665948205946,0.8334946262002347,0.8255094355027639,0.826645863918224,0.8144822806552499,0.2004669215272134,0.8329635014683608,0.8232725368794418,0.8215290639284499,0.8179344570237616,0.816653765134622,0.8232725368794418,0.8229087261436984,0.864703341586317,0.8283322115831397,0.8181809159917949,0.8268320610125024,0.8216739112722394,0.8367314992272756,0.8507747524621834,0.19582747238585385,0.8350625289040583,0.8358184809551165,3986675.1,1.9565018,0.9000000000008591,0.0,0.09999999999914057,2018.448000847426,124.05964113892895,90.84235894842966,0.0,0.0,0.0,0.0,0.25,2.748622378183937e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.120000004768372
6,0.5270576286517379,0.2398827118709381,0.8915823293551625,0.9313970121139775,0.8971019482903436,0.8284412792288989,0.5620281469259069,0.7724482569068135,0.7323521045199975,0.4238119142557597,0.7281181207327867,0.42381191425274056,0.8610706826853547,0.19885025353432292,0.212692722794627,0.8512651979045722,0.8560709531902037,0.8575911433097887,0.854630285500426,0.8546882757647396,0.8491780852630133,0.20357940526158566,0.863287021166536,0.8568280325230776,0.8540673134877355,0.8454070168678538,0.8490291023779011,0.8568280325230776,0.8571154117954707,0.8817421993813555,0.8634158154167395,0.8477997030115134,0.8551719451374855,0.8539280987618773,0.8672743347820779,0.8679724485430226,0.20345445564386525,0.8671975896286856,0.8614064881568363,4528584.0,1.8831132,0.8999999999972665,0.10000000000482022,0.0,2018.448000839369,0.0,0.0,0.0,0.0,106.6900000125434,0.0,0.0,0.0,0.0,117.58200009234706,0.0,0.0,0.0,0.0,0.0,0.0,3.4301075794619094e-10,0.0,0.0,0.0,0.0
7,0.5028712808524618,0.4081649060963748,0.6810487184468778,0.6796888725934213,0.42487788701032075,0.3164750928269739,0.6763655006945285,0.5020210174809197,0.49873263475619045,0.4987326347726198,0.4987326347623129,0.57055548916741,0.3508189292007754,0.5137943129184095,0.4667074990160771,0.4889429329849316,0.2975550319956253,0.5218582988726671,0.3944933341964239,0.3916739782358746,0.3410645495848132,0.5074800063906372,0.33763115140604266,0.31517970575913373,0.37811535585281425,0.4134176221016157,0.4017490147237117,0.31517970575913373,0.3184404635158177,0.6315797083465758,0.32380420161646123,0.37000269427424887,0.3705805975296813,0.3757467037853508,0.34362536679515465,0.6262177217143631,0.44543085146222433,0.3723167861079093,0.5298879772902727,13931533.0,1.5145244,0.09999999999729639,0.9000000000027037,0.0,224.27200008788094,0.0,0.0,0.0,0.0,716.5857703338596,0.0,0.0,0.0,0.0,854.1133210927758,0.0,0.0,5.359999895095825,1.6900000125169754,31.130000293254852,0.0,372.8089086375503,14.590000212192535,0.0,22.17000037431717,0.0
8,0.6329536738638268,0.3656056760789133,0.7814716436384729,0.700650646310359,0.5737248957334343,0.30379503356740667,0.6887273510162006,0.634895391779368,0.5548495008120328,0.5548495008268804,0.5548495008224202,0.5548495008219392,0.35301141155502136,0.39387235401059956,0.3773011110617942,0.47118418530241474,0.3353634581455673,0.5053498287623841,0.3989218660064553,0.38992250774528786,0.35104725339712683,0.3958260458842504,0.3508061037375951,0.33336808268852836,0.37843118330151126,0.4225395484138343,0.385182411029098,0.33336808268852836,0.3333814626835739,0.636019295795372,0.34321393921265425,0.37716758315486965,0.389364521663587,0.3770720701780368,0.3519247302332748,0.6277727500712617,0.3333680826954844,0.3708114834863652,0.5144970733779921,11874625.0,2.0824267,0.09999999999777383,0.0,0.9000000000003028,224.2720000889517,549.3959841480065,964.7548650527608,23.95999988913536,27.10915055127736,0.0,2.8200000524520874,28.130000352859497,207.4200004339218,5.9700000286102295,0.0,170.62514035735302,1.2000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000143051147,0.0,36.20285991781251
9,0.56862258075463,0.2792439064668701,0.883871715224668,0.9218389542514628,0.8553412602874324,0.7025894549576841,0.6011008663465115,0.7818345465942902,0.6814222790353907,0.4706113033741053,0.7272053690105952,0.47061130337196344,0.7577542738434047,0.2358297919751273,0.2508372650240203,0.7692692358133859,0.7539058705743275,0.7809341946221364,0.7599730489059329,0.7644443634605043,0.7464660962297318,0.2431013029324871,0.7627368402260374,0.7517405686428921,0.7531037045759359,0.7536257348289129,0.7542532234822598,0.7517405686428921,0.7514914586342764,0.8278586672157544,0.7582096255539692,0.7491544724580689,0.7586688137372427,0.7523892435050602,0.7679681610171074,0.8155947580233143,0.23022981283644633,0.7676942088216324,0.7862194085812436,6217774.5,2.0840231,0.7999999999983882,0.0,0.19999999999705367,1794.1760007479402,260.7699995338917,177.3740006416727,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.5685848428244875e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150000005960464
