,BILBERRY,ALL_MARKETED_MUSHROOMS,scenic,CARBON_SOIL_Update,BM_total,DEAD_WOOD_DIVERSITY,LESSER_SPOTTED_WOODPECKER,THREE_TOED_WOODPECKER,SIBERIAN_FLYING_SQUIRREL,LONG_TAILED_TIT,CAPERCAILLIE,HAZEL_GROUSE,HSI_RL_S1,HSI_RL_S2,HSI_RL_S3,HSI_RL_S4,HSI_RL_S5,HSI_RL_S6,HSI_RL_S7,HSI_RL_S8,HSI_RL_S9,HSI_RL_S10,HSI_RL_S11,HSI_RL_S12,HSI_RL_S13,HSI_RL_S14,HSI_RL_S15,HSI_RL_S16,HSI_RL_S17,HSI_RL_S18,HSI_RL_S19,HSI_RL_S20,HSI_RL_S21,HSI_RL_S22,HSI_RL_S23,HSI_RL_S24,HSI_RL_S25,HSI_RL_S26,HSI_RL_S27,NPV,MF,SA,INT,EXT
0,0.4899130222609172,0.1807083861828041,0.9253805994654495,0.9352800423014959,0.9941338197785113,0.9906123256297349,0.5049842598235478,0.7953873810976108,0.9441513760608293,0.29361304379524783,0.9059478692971481,0.4126425592444577,0.9801727866168163,0.05827384813439446,0.07826676645904151,0.9484688381269533,0.991762385290931,0.9386971375989581,0.9921285144478358,0.9794437377339918,0.9533070884354434,0.061859150741789944,0.9997564165548417,0.9907313038877025,0.9879136486812561,0.9539514570433524,0.9684809254751463,0.9907313038877025,0.9893680169296649,0.9336879128010924,0.9884878554687482,0.9903387129837635,0.9925280702476313,0.9900930201357037,0.9994891082089536,0.9090781709252355,0.07039851628068838,0.999444224187844,0.9404079980357251,221199.16,1.4138336,1.0,0.0,0.0
1,0.7028547697730905,0.3243299665621427,0.714532164826929,0.44213179211019565,0.4191975481071235,0.09521680449325502,0.642925065238629,0.5456371192742655,0.5456371191269571,0.5456371192341807,0.5456371191715784,0.5472186578788383,0.18895563658110553,0.39005727603672147,0.35916232657922625,0.2741955756715017,0.15779406679969438,0.3175261589186531,0.22470568414893108,0.2216661958965869,0.1868730013452565,0.3871183720643324,0.16520567445491333,0.16740229313506744,0.2090977532566597,0.23175956384534757,0.2237351747433157,0.16740229313506744,0.16701266604140358,0.49079837438865903,0.18347089353048418,0.19505044802725224,0.2085098695531809,0.2032341101272826,0.16257372419056015,0.46975471851182804,0.3099854533398536,0.18913808574117835,0.33548934863902086,1564650.1,1.3569751,0.006613861479068922,0.0,0.993386138520931
2,0.5797733194681562,0.4752612358221354,0.5253053085227036,0.3954082830901686,0.18641754715865674,0.09077636359768942,0.5810122353230232,0.38805876240624626,0.25307448359115325,0.42904319500498284,0.2530744835747781,0.61374031870473,0.1904097574716085,0.5319802870263373,0.48286949595138157,0.24965752960094822,0.11434220167775586,0.29367069254392214,0.17565858889363234,0.169453682510189,0.2067829639067443,0.5223449068194307,0.13875816843693278,0.15558201231059027,0.1804829858479706,0.1744143316108206,0.20438445885015158,0.15558201231059027,0.16112408447615473,0.4217267049615377,0.18093970422013683,0.14965698958710943,0.14383847523907906,0.1726285341637411,0.14729291844168266,0.410737047650546,0.4631926077667547,0.18836731624353717,0.3095746035753442,1781592.8,0.30224296,0.006613861479068922,0.9933861385252083,0.0
3,0.706298427818295,0.3494597096847312,0.718269753498695,0.440209903772371,0.40826708133220996,0.09622339553789334,0.6581562627457936,0.5519775110630762,0.5519775110126145,0.5519775110566448,0.5519775109914646,0.5519775110150825,0.1945474232312681,0.4221779544740605,0.3859534083124705,0.272071508288058,0.15994145915121377,0.3152251435532342,0.2239476919525881,0.21992910645607408,0.19291406639138808,0.41690012416152245,0.1640072906172072,0.16924170680411488,0.2083650729011962,0.22893987368071128,0.22370241959330628,0.16924170680411488,0.16906708802375492,0.4901763200725775,0.18565013976754008,0.1927692294179486,0.20530377540959963,0.2009395758623385,0.16307760557781453,0.4744715963752398,0.33971753514352493,0.1892602480145465,0.3329340829577769,1591505.8,1.4061414,0.006613861479068922,0.09891329575779133,0.8944728427248229
4,0.6050185409606813,0.446137527544638,0.5971055560809313,0.4399618082126744,0.28956741639656486,0.09588366759238807,0.6095037110152173,0.4610590976996288,0.42563229843825784,0.4256322984118498,0.4256322984405476,0.6568634502381008,0.19393788084754104,0.4946352011130099,0.4419092009151936,0.26709921377394796,0.13708299155761983,0.30822239379838307,0.2029950079766931,0.19689072417362063,0.1971630664812806,0.48389857206448345,0.15188112253421182,0.16567242697775217,0.19635356256364114,0.20463595809211974,0.2165436401028584,0.16567242697775217,0.16854338247380013,0.45349270821947674,0.18507214342407918,0.17390474333455586,0.17407334990535447,0.18814605292700523,0.15707738895473883,0.4413736996570239,0.4193366220871718,0.18972359969848845,0.3235270890816533,1847250.8,0.86668099,0.006613861479068922,0.8933861385171143,0.10000000000381679
5,0.6080030416990284,0.281145133689043,0.853404766340457,0.8214909832958824,0.7691046077868503,0.6787431502326151,0.5948931906998584,0.7158616600027696,0.7114213745470228,0.49865812144803,0.9034728131441295,0.49865812142665245,0.7190899888359131,0.2731004924181235,0.279448579891324,0.7253356990084842,0.7247692863850849,0.740238488934177,0.71645588803068,0.7187279741583534,0.7080224826831392,0.2744207911197221,0.7198926955224204,0.725526769387861,0.7142944529193832,0.6895383131866492,0.7212745815496142,0.725526769387861,0.7245585648684372,0.7920213612891122,0.7330980510657745,0.7103486813294769,0.7171658876702995,0.714054375796194,0.7209417753556654,0.7802643033542072,0.2548451912348699,0.7341367633631739,0.7442997973508484,412742.98,2.0765088,0.9000000000149787,0.0,0.09999999998502128
6,0.5571479819575539,0.28286041587292615,0.8300118866874147,0.8563701111817521,0.7653920875291357,0.6778463885646981,0.5866054266916082,0.717747292648785,0.6572563040182788,0.4814170720249079,0.8276742216652337,0.4814170720217203,0.7321488265919999,0.30883306120545306,0.31254329552841414,0.705316193416465,0.7224070403084192,0.7217407294531955,0.7308630747521231,0.732354713633033,0.7158034919985543,0.30586627491531154,0.7263726380193712,0.7261697474677552,0.7285993386384958,0.6840852772105549,0.7336792312228838,0.7261697474677552,0.7254589389210864,0.8052240909350241,0.7324593130754834,0.7213435912969953,0.7265656292543984,0.7274485102572155,0.7298309193274078,0.7834723097800655,0.3047800081119932,0.7379220962911631,0.7313982652288524,480188.21,2.0699669,0.9000000000118971,0.09999999998810295,0.0
7,0.5790896535290129,0.3661845536045323,0.7375308055616115,0.6463457760886795,0.428288662865165,0.3845811472802195,0.6819653842751987,0.5232267737278052,0.5115969865617054,0.5115969864889941,0.5115969864030449,0.6200472869923745,0.41829863024830044,0.4749759352433119,0.41691821231928705,0.5622644807530616,0.3738460195821082,0.5934794893063774,0.43788108878444065,0.42984096647900644,0.40952645599957027,0.4627658430889227,0.3969184330255657,0.391036384002354,0.4259641554000314,0.4963288960864262,0.44779341238294695,0.391036384002354,0.3928364991230698,0.67644150238897,0.4033022259080825,0.4136757173276968,0.4171846388041845,0.41998135124327535,0.4048460242494025,0.6854298587703933,0.4016924711079602,0.4333534416647167,0.6048203604926976,2022515.3,1.817449,0.0999999999871867,0.9000000000128132,0.0
8,0.72961908663526,0.32573667669305123,0.8302022922074302,0.6492804204171763,0.506738858831369,0.3352709032311901,0.7283416399897914,0.5795910883869859,0.5795910884441544,0.579591088324723,0.5795910878188715,0.579591088366632,0.37525277073368873,0.429112446979176,0.3989636800907519,0.5415056402499274,0.35792128971902853,0.5862558446401221,0.41131019887886305,0.4028207514063432,0.375887468936532,0.42462499159568423,0.37337396109523685,0.3582863704028534,0.3929869670944997,0.4844053884682995,0.4114050726024442,0.3582863704028534,0.35516095098986106,0.68588106327656,0.371097280060383,0.3885768994492342,0.4045762704417753,0.3902038061584722,0.3740580236314844,0.6802425512752547,0.35516095091457583,0.40222131373854164,0.5989331240870797,1809875.3,2.2481775,0.09999999999257549,0.0,0.9000000000333651
9,0.6322075609885297,0.3142553882501288,0.8332225963677806,0.7804159287720951,0.677442280976758,0.5358353002961724,0.6431279977891429,0.6761196445694866,0.65553787939357,0.5556077631309835,0.8986773918395523,0.5556077631020737,0.5971922349738796,0.3821324690637191,0.38932745977387706,0.6126647668394836,0.5922964689888252,0.6362060023770943,0.6038538104061352,0.6050808287679136,0.5922768190001539,0.38140514278487847,0.5948456440238673,0.5929195039064049,0.5953385261637774,0.5636708557229908,0.6080284793546988,0.5929195039064049,0.5926902740583259,0.7298323040751481,0.6024064316199763,0.5916027022332595,0.6018537096990624,0.5945091071140027,0.59601540791152,0.7218537064099693,0.3602843391911163,0.6127358385741716,0.6479734158750943,596842.53,2.3227787,0.8000000000088751,0.0,0.1999999999953626
10,0.6750693891591547,0.41033870009410056,0.6432651180088876,0.42575776902556084,0.32151990469927644,0.09800859532744267,0.6082930228899037,0.4749867811081418,0.43854899716389223,0.43854899719150403,0.4385489971632943,0.6445080417495147,0.19509310380486722,0.4462662946782207,0.40041229928834443,0.2672278959165588,0.14767593163532602,0.3108826039423402,0.21187497533743857,0.20570742365998052,0.19554613869185175,0.43660472281667173,0.15904823908535345,0.16959858762199467,0.20297112412126206,0.2145165425857219,0.22139256068198224,0.16959858762199467,0.1707681113976144,0.4641927066470112,0.18923352998751222,0.181981026109839,0.18599166715811571,0.194937767042146,0.1621389427655597,0.44496949735738495,0.3739661393318472,0.19339350170632397,0.32597335430866486,1821135.8,1.0359487,0.006613861479068922,0.7933861385018224,0.20000000001910873
11,0.7035699007082337,0.3520263071362602,0.7201968567926841,0.4408345298797903,0.4142264637302156,0.09659117566254358,0.6580947059635476,0.5427532583765363,0.5427532583501832,0.5427532584021639,0.5427532583521587,0.5427532583958049,0.19397418892177076,0.40805392932506307,0.37593561249538887,0.2705784783025286,0.16013727874202838,0.3131186700250555,0.22511466352091644,0.2215319600477531,0.19119731318363678,0.4043031884321318,0.16497598583169631,0.16956302875746554,0.20911368514664014,0.22996080957063877,0.22423005397346374,0.16956302875746554,0.169591846376713,0.4879068642980502,0.18617518232954194,0.1941338334027447,0.20610134252487824,0.2018745266445059,0.16411905802516832,0.46988186887137817,0.32855366989608054,0.19004897340977026,0.33108257062090407,1615433.0,1.398309,0.006613861479068922,0.193386138617935,0.7999999999187585
